ING_ASHP,Appropriately sized housing - Census,Persons living in appropriately sized dwellings (Closing the Gap measure) (%),83.7,,85.9,,,,,87.5,,
ING_ONEBR,Appropriately sized housing - Census,Persons living in a dwelling requiring one additional bedroom (%),12,,10.4,,,,,9.1,,
ING_TWOBR,Appropriately sized housing - Census,Persons living in a dwelling requiring two additional bedrooms (%),3,,2.7,,,,,2.6,,
ING_THRBR,Appropriately sized housing - Census,Persons living in a dwelling requiring three additional bedrooms (%),0.9,,0.8,,,,,0.6,,
ING_FOUBR,Appropriately sized housing - Census,Persons living in a dwelling requiring four or more additional bedrooms (%),0.4,,0.3,,,,,0.3,,
ING_TTYPE1,Tenure type - Census,Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),58885,,79849,,,,,112521,,
ING_TTYPE2,Tenure type - Census,Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),37.4,,40.4,,,,,43.5,,
ING_TTYPE3,Tenure type - Census,Renter (no.),90835,,108309,,,,,137702,,
ING_TTYPE4,Tenure type - Census,Renter (%),57.6,,54.7,,,,,53.2,,
ING_HMLSS1,Homelessness - Census estimates of homelessness,Estimate of persons who were homeless or likely to be homeless who identified as Aboriginal and/or Torres Strait Islander (no.),2205,,2278,,,,,2508,,
ING_HMLSS2,Homelessness - Census estimates of homelessness,% of total homeless or likely to be homeless population estimate who identify as Aboriginal and/or Torres Strait Islander,8,,6,,,,,7,,
CABEE_2,Number of businesses - at 30 June,Number of non-employing businesses,,,,,,453820,470966,457432,494213,509549
CABEE_3,Number of businesses - at 30 June,Number of employing businesses: 1-4 employees,,,,,,228232,225070,267680,273223,264129
CABEE_4,Number of businesses - at 30 June,Number of employing businesses: 5-19 employees,,,,,,70375,70491,72797,74846,75435
CABEE_38,Number of businesses - at 30 June,Number of employing businesses: 20 or more employees,,,,,,20118,19719,19694,20528,21838
CABEE_5,Number of businesses - at 30 June,Total number of businesses,,,,,,772545,786246,817603,862810,870951
CABEE_7,Business entries - year ended 30 June,Number of non-employing business entries,,,,,,,83360,85411,108586,97443
CABEE_8,Business entries - year ended 30 June,Number of employing business entries: 1-4 employees,,,,,,,29967,39860,39710,37466
CABEE_9,Business entries - year ended 30 June,Number of employing business entries: 5-19 employees,,,,,,,2611,2598,2950,2753
CABEE_39,Business entries - year ended 30 June,Number of employing business entries: 20 or more employees,,,,,,,339,382,446,432
CABEE_10,Business entries - year ended 30 June,Total number of business entries,,,,,,,116277,128251,151692,138094
CABEE_12,Business exits - year ended 30 June,Number of non-employing business exits,,,,,,,74945,77065,77022,94407
CABEE_13,Business exits - year ended 30 June,Number of employing business exits: 1-4 employees,,,,,,,22664,16135,24482,29529
CABEE_14,Business exits - year ended 30 June,Number of employing business exits: 5-19 employees,,,,,,,3509,2659,3401,4201
CABEE_40,Business exits - year ended 30 June,Number of employing business exits: 20 or more employees,,,,,,,600,585,654,648
CABEE_15,Business exits - year ended 30 June,Total number of business exits,,,,,,,101718,96444,105559,128785
CABEE_19,Number of businesses by industry - at 30 June,"Agriculture, forestry and fishing (no.)",,,,,,52741,52088,52802,53956,53816
CABEE_28,Number of businesses by industry - at 30 June,Mining (no.),,,,,,1549,1567,1569,1575,1618
CABEE_27,Number of businesses by industry - at 30 June,Manufacturing (no.),,,,,,26803,26642,27530,28736,28529
CABEE_23,Number of businesses by industry - at 30 June,"Electricity, gas, water and waste services (no.)",,,,,,2402,2466,2606,2761,2787
CABEE_21,Number of businesses by industry - at 30 June,Construction (no.),,,,,,129827,131301,138030,149070,149387
CABEE_37,Number of businesses by industry - at 30 June,Wholesale trade (no.),,,,,,28484,28533,29366,29886,29551
CABEE_34,Number of businesses by industry - at 30 June,Retail trade (no.),,,,,,45925,46258,49149,51899,51087
CABEE_17,Number of businesses by industry - at 30 June,Accommodation and food services (no.),,,,,,33627,34008,36151,37489,37125
CABEE_36,Number of businesses by industry - at 30 June,"Transport, postal and warehousing (no.)",,,,,,65201,66666,63707,64381,66624
CABEE_26,Number of businesses by industry - at 30 June,Information media and telecommunications (no.),,,,,,9347,9225,9585,9982,9991
CABEE_24,Number of businesses by industry - at 30 June,Financial and insurance services (no.),,,,,,39312,40954,43088,45975,47270
CABEE_33,Number of businesses by industry - at 30 June,"Rental, hiring and real estate services (no.)",,,,,,87477,89262,92266,97048,98186
CABEE_31,Number of businesses by industry - at 30 June,"Professional, scientific and technical services (no.)",,,,,,107255,109755,114979,120472,122210
CABEE_18,Number of businesses by industry - at 30 June,Administrative and support services (no.),,,,,,34020,35051,36921,40254,40252
CABEE_32,Number of businesses by industry - at 30 June,Public administration and safety (no.),,,,,,2681,2657,2650,2791,2763
CABEE_22,Number of businesses by industry - at 30 June,Education and training (no.),,,,,,12472,12950,13774,14653,14839
CABEE_25,Number of businesses by industry - at 30 June,Health care and social assistance (no.),,,,,,48492,50690,54267,58485,61415
CABEE_20,Number of businesses by industry - at 30 June,Arts and recreation services (no.),,,,,,10814,11282,11869,12685,13035
CABEE_30,Number of businesses by industry - at 30 June,Other services (no.),,,,,,32993,33987,36495,39929,39721
CABEE_29,Number of businesses by industry - at 30 June,Currently unknown (no.),,,,,,1123,904,799,783,745
CABEE_42,Number of businesses by turnover - at 30 June,Number of businesses with turnover of zero to less than $50k,,,,,,201737,203999,230912,230335,210293
CABEE_43,Number of businesses by turnover - at 30 June,Number of businesses with turnover of $50k to less than $200k,,,,,,252182,257665,259905,279027,283688
CABEE_44,Number of businesses by turnover - at 30 June,Number of businesses with turnover of $200k to less than $2m,,,,,,260551,265416,267900,288082,304654
CABEE_45,Number of businesses by turnover - at 30 June,Number of businesses with turnover of $2m to less than $5m,,,,,,32068,32547,32686,36411,39717
CABEE_46,Number of businesses by turnover - at 30 June,Number of businesses with turnover of $5m to less than $10m,,,,,,11683,11980,11868,13229,15030
CABEE_47,Number of businesses by turnover - at 30 June,Number of businesses with turnover of $10m or more,,,,,,14324,14639,14332,15726,17569
CABEE_50,Business entries by turnover - year ended 30 June,Number of business entries with turnover of zero to less than $50k,,,,,,,46480,51726,56015,44671
CABEE_51,Business entries by turnover - year ended 30 June,Number of business entries with turnover of $50k to less than $200k,,,,,,,46374,50021,63651,62187
CABEE_52,Business entries by turnover - year ended 30 June,Number of business entries with turnover of $200k to less than $2m,,,,,,,21797,24917,29766,29250
CABEE_53,Business entries by turnover - year ended 30 June,Number of business entries with turnover of $2m to less than $5m,,,,,,,1022,989,1369,1187
CABEE_54,Business entries by turnover - year ended 30 June,Number of business entries with turnover of $5m to less than $10m,,,,,,,305,293,451,453
CABEE_55,Business entries by turnover - year ended 30 June,Number of business entries with turnover of $10m or more,,,,,,,299,305,440,346
CABEE_58,Business exits by turnover - year ended 30 June,Number of business exits with turnover of zero to less than $50k,,,,,,,46919,47967,54240,58885
CABEE_59,Business exits by turnover - year ended 30 June,Number of business exits with turnover of $50k to less than $200k,,,,,,,32892,29956,31066,42432
CABEE_60,Business exits by turnover - year ended 30 June,Number of business exits with turnover of $200k to less than $2m,,,,,,,19588,16220,17798,24575
CABEE_61,Business exits by turnover - year ended 30 June,Number of business exits with turnover of $2m to less than $5m,,,,,,,1252,1190,1341,1690
CABEE_62,Business exits by turnover - year ended 30 June,Number of business exits with turnover of $5m to less than $10m,,,,,,,406,413,434,466
CABEE_63,Business exits by turnover - year ended 30 June,Number of business exits with turnover of $10m or more,,,,,,,432,506,473,502
BUILDING_2,Building approvals - year ended 30 June,Private sector houses (no.),,,,,30143,28141,24546,30426,28587,24611
BUILDING_3,Building approvals - year ended 30 June,Private sector dwellings excluding houses (no.),,,,,41977,29505,23608,29193,25637,27199
BUILDING_12,Building approvals - year ended 30 June,Total private sector dwelling units (no.),,,,,72120,57646,48154,59619,54224,51810
BUILDING_4,Building approvals - year ended 30 June,Total dwelling units (no.),,,,,72856,57982,48748,60213,54831,52274
BUILDING_5,Building approvals - year ended 30 June,Value of private sector houses ($m),,,,,12433,11928,10714,13897,15171,14822
BUILDING_6,Building approvals - year ended 30 June,Value of private sector dwellings excluding houses ($m),,,,,14191,9548,7623,10277,9482,11599
BUILDING_7,Building approvals - year ended 30 June,Total value of private sector dwelling units ($m),,,,,26623,21477,18337,24174,24654,26421
BUILDING_8,Building approvals - year ended 30 June,Value of residential building ($m),,,,,27239,22005,18954,24976,25409,27305
BUILDING_9,Building approvals - year ended 30 June,Value of non-residential building ($m),,,,,14952,16865,17540,19995,16772,20526
BUILDING_10,Building approvals - year ended 30 June,Value of total building ($m),,,,,42192,38871,36494,44971,42181,47830
HOUSES_2,Residential property transfers - year ended 30 June,Number of established house transfers (no.),,,,,94859,80138,88709,126192,113915,86359
HOUSES_3,Residential property transfers - year ended 30 June,Median price of established house transfers ($),,,,,675000,650000,680000,750000,929000,950000
HOUSES_4,Residential property transfers - year ended 30 June,Number of attached dwelling transfers (no.),,,,,52755,39253,47559,66910,63331,51287
HOUSES_5,Residential property transfers - year ended 30 June,Median price of attached dwelling transfers ($),,,,,675000,651000,670000,695000,747000,730000
INSOLV_2,Debtors entering personal insolvencies - year ended 30 June,Debtors entering business related personal insolvencies (no.),,,2092,1843,1915,1815,1498,829,,
INSOLV_3,Debtors entering personal insolvencies - year ended 30 June,Debtors entering non-business related personal insolvencies (no.),,,6761,6773,7325,6115,4602,2449,,
INSOLV_4,Debtors entering personal insolvencies - year ended 30 June,Total debtors entering personal insolvencies (no.),,,8855,8619,9233,7926,6104,3279,,
INSOLV_10,Occupations of debtors entering personal insolvencies - year ended 30 June,Managers (no.),,,847,819,885,823,646,350,,
INSOLV_11,Occupations of debtors entering personal insolvencies - year ended 30 June,Professionals (no.),,,769,703,895,785,582,322,,
INSOLV_12,Occupations of debtors entering personal insolvencies - year ended 30 June,Technicians and trades workers (no.),,,1295,1241,1235,1097,860,398,,
INSOLV_13,Occupations of debtors entering personal insolvencies - year ended 30 June,Community and personal service workers (no.),,,1049,1096,1252,953,764,362,,
INSOLV_14,Occupations of debtors entering personal insolvencies - year ended 30 June,Clerical and administrative workers (no.),,,1086,1089,1125,941,741,330,,
INSOLV_15,Occupations of debtors entering personal insolvencies - year ended 30 June,Sales workers (no.),,,761,766,765,681,471,212,,
INSOLV_16,Occupations of debtors entering personal insolvencies - year ended 30 June,Machinery operators and drivers (no.),,,913,933,1030,893,661,352,,
INSOLV_17,Occupations of debtors entering personal insolvencies - year ended 30 June,Labourers (no.),,,1160,1090,1205,1125,784,413,,
INSOLV_18,Occupations of debtors entering personal insolvencies - year ended 30 June,Debtors with other or unknown occupations (no.),,,976,879,830,626,590,552,,
AGRIC_3,Agricultural commodities - year ended 30 June,Area of holding - total area (ha),53566048,,53438094,,,,,53822773.8,,
AGRIC_10,Agricultural commodities - year ended 30 June,Dairy cattle - total (no.),317523,,323148,,,,,282659.1,,
AGRIC_11,Agricultural commodities - year ended 30 June,Meat cattle - total (no.),4665136,,4674553,,,,,4147594.8,,
AGRIC_12,Agricultural commodities - year ended 30 June,Sheep and lambs - total (no.),25394950,,25968194,,,,,24711533.7,,
AGRIC_13,Agricultural commodities - year ended 30 June,Pigs - total (no.),480371,,488252,,,,,543335.5,,
AGRIC_19,Agricultural commodities - year ended 30 June,Meat chickens - total (no.),28499153,,30107903,,,,,39149834.9,,
AGRIC_20,Agricultural commodities - year ended 30 June,Broadacre crops - total area (ha),,,5870061,,,,,7680246.8,,
AGRIC_21,Agricultural commodities - year ended 30 June,Vegetables - total area (ha),,,,,,,,14142.5,,
AGRIC_22,Agricultural commodities - year ended 30 June,Orchard fruit trees and nut trees (produce intended for sale) - total area - (ha),,,,,,,,56258.1,,
AGRIC_15,Gross value of agricultural production - year ended 30 June,Agricultural production - total gross value ($m),,,13085.8,,,,,18009.5,,
AGRIC_16,Gross value of agricultural production - year ended 30 June,Crops - total gross value ($m),,,6897.2,,,,,11063.3,,
AGRIC_17,Gross value of agricultural production - year ended 30 June,Livestock slaughtered and other disposals - total gross value ($m),,,4390.7,,,,,5044.7,,
EMP_IND_2,Industry of employment - Persons aged 15 years and over - Census,"Agriculture, forestry and fishing (%)",2.2,,2.1,,,,,2,,
EMP_IND_3,Industry of employment - Persons aged 15 years and over - Census,Mining (%),1,,0.9,,,,,1,,
EMP_IND_4,Industry of employment - Persons aged 15 years and over - Census,Manufacturing (%),8.4,,5.8,,,,,5.5,,
EMP_IND_5,Industry of employment - Persons aged 15 years and over - Census,"Electricity, gas, water and waste services (%)",1.1,,0.9,,,,,1,,
EMP_IND_6,Industry of employment - Persons aged 15 years and over - Census,Construction (%),7.3,,8.4,,,,,8.6,,
EMP_IND_7,Industry of employment - Persons aged 15 years and over - Census,Wholesale trade (%),4.4,,3.1,,,,,2.8,,
EMP_IND_8,Industry of employment - Persons aged 15 years and over - Census,Retail trade (%),10.3,,9.7,,,,,9,,
EMP_IND_9,Industry of employment - Persons aged 15 years and over - Census,Accommodation and food services (%),6.7,,7.1,,,,,6.2,,
EMP_IND_10,Industry of employment - Persons aged 15 years and over - Census,"Transport, postal and warehousing (%)",4.9,,4.7,,,,,4.6,,
EMP_IND_11,Industry of employment - Persons aged 15 years and over - Census,Information media and telecommunications (%),2.3,,2.2,,,,,1.8,,
EMP_IND_12,Industry of employment - Persons aged 15 years and over - Census,Financial and insurance services (%),5,,4.9,,,,,5.3,,
EMP_IND_13,Industry of employment - Persons aged 15 years and over - Census,"Rental, hiring and real estate services (%)",1.6,,1.8,,,,,1.7,,
EMP_IND_14,Industry of employment - Persons aged 15 years and over - Census,"Professional, scientific and technical services (%)",7.9,,8.1,,,,,8.9,,
EMP_IND_15,Industry of employment - Persons aged 15 years and over - Census,Administrative and support services (%),3.3,,3.5,,,,,3.2,,
EMP_IND_16,Industry of employment - Persons aged 15 years and over - Census,Public administration and safety (%),6.1,,6,,,,,6.1,,
EMP_IND_17,Industry of employment - Persons aged 15 years and over - Census,Education and training (%),7.9,,8.4,,,,,8.7,,
EMP_IND_18,Industry of employment - Persons aged 15 years and over - Census,Health care and social assistance (%),11.6,,12.5,,,,,14.4,,
EMP_IND_19,Industry of employment - Persons aged 15 years and over - Census,Arts and recreation services (%),1.5,,1.5,,,,,1.4,,
EMP_IND_20,Industry of employment - Persons aged 15 years and over - Census,Other services (%),3.7,,3.7,,,,,3.4,,
EMP_IND_22,Industry of employment - Persons aged 15 years and over - Census,Industry of employment inadequately described or not stated (%),2.5,,4.7,,,,,4.6,,
EMP_IND_21,Industry of employment - Persons aged 15 years and over - Census,Total persons employed aged 15 years and over (no.),3138332,,3380336,,,,,3684158,,
DWELLSTOCK_2,Estimated dwelling stock - as at June quarter,Houses - additions (no.),,,,27974,27405,32929,25924,23993,26310,
DWELLSTOCK_3,Estimated dwelling stock - as at June quarter,Houses - removals (no.),,,,4539,5830,6010,8005,6678,8845,
DWELLSTOCK_4,Estimated dwelling stock - as at June quarter,Houses - total (no.),,,,2060977,2082552,2109471,2127390,2144705,2162170,
DWELLSTOCK_5,Estimated dwelling stock - as at June quarter,Townhouses - additions (no.),,,,7667,7927,9564,7109,8233,7135,
DWELLSTOCK_6,Estimated dwelling stock - as at June quarter,Townhouses - removals (no.),,,,48,238,101,263,79,65,
DWELLSTOCK_7,Estimated dwelling stock - as at June quarter,Townhouses - total (no.),,,,366004,373693,383156,390002,398156,405226,
DWELLSTOCK_8,Estimated dwelling stock - as at June quarter,Apartments - additions (no.),,,,27802,29914,32120,26948,20325,12680,
DWELLSTOCK_9,Estimated dwelling stock - as at June quarter,Apartments - removals (no.),,,,100,65,122,272,300,168,
DWELLSTOCK_10,Estimated dwelling stock - as at June quarter,Apartments - total (no.),,,,676273,706122,738120,764796,784821,797333,
DWELLSTOCK_11,Estimated dwelling stock - as at June quarter,Total dwelling additions (no.),,,,63466,65269,74725,59986,52559,46201,
DWELLSTOCK_12,Estimated dwelling stock - as at June quarter,Total dwelling removals (no.),,,,4687,6133,6233,8540,7057,9078,
DWELLSTOCK_13,Estimated dwelling stock - as at June quarter,Total dwellings (no.),,,,3112186,3171322,3239814,3291260,3336762,3373885,
INCOME_4,Personal income in Australia - year ended 30 June,Employee income earners (no.),,,3826636,3969881,4054871,4146023,4163688,,,
INCOME_20,Personal income in Australia - year ended 30 June,Employee income earners - median age (years),,,38,38,38,38,38,,,
INCOME_3,Personal income in Australia - year ended 30 June,Total employee income ($m),,,236694.8,247614.8,262375.5,275944.4,287220.9,,,
INCOME_2,Personal income in Australia - year ended 30 June,Median employee income ($),,,49256,49815,51612,53291,55266,,,
INCOME_21,Personal income in Australia - year ended 30 June,Mean employee income ($),,,61855,62373,64706,66556,68982,,,
INCOME_22,Personal income in Australia - year ended 30 June,Employee income as main source of income (%),,,76.8,77.3,77.9,77.8,77.9,,,
INCOME_7,Personal income in Australia - year ended 30 June,Own unincorporated business income earners (no.),,,630713,647715,660608,673968,682601,,,
INCOME_23,Personal income in Australia - year ended 30 June,Own unincorporated business income earners - median age (years),,,47,47,47,46,46,,,
INCOME_6,Personal income in Australia - year ended 30 June,Total own unincorporated business income ($m),,,17818.9,18678.5,18928.5,18182.8,17387.5,,,
INCOME_5,Personal income in Australia - year ended 30 June,Median own unincorporated business income ($),,,13186,13329,13200,12576,11575,,,
INCOME_24,Personal income in Australia - year ended 30 June,Mean own unincorporated business income ($),,,28252,28837,28653,26979,25472,,,
INCOME_25,Personal income in Australia - year ended 30 June,Own unincorporated business income as main source of income (%),,,8.2,7.9,7.7,7.5,7.6,,,
INCOME_10,Personal income in Australia - year ended 30 June,Investment income earners (no.),,,3012972,3038823,3097477,3219927,3140815,,,
INCOME_26,Personal income in Australia - year ended 30 June,Investment income earners - median age (years),,,45,45,45,44,45,,,
INCOME_9,Personal income in Australia - year ended 30 June,Total investment income ($m),,,27123.9,27270.8,29492.8,31247.2,29454.8,,,
INCOME_8,Personal income in Australia - year ended 30 June,Median investment income ($),,,319,277,251,204,166,,,
INCOME_27,Personal income in Australia - year ended 30 June,Mean investment income ($),,,9002,8974,9522,9704,9378,,,
INCOME_28,Personal income in Australia - year ended 30 June,Investment income as main source of income (%),,,13.1,12.8,12.6,12.8,12.6,,,
INCOME_13,Personal income in Australia - year ended 30 June,Superannuation and annuity income earners (no.),,,110430,109277,99785,99693,97467,,,
INCOME_29,Personal income in Australia - year ended 30 June,Superannuation and annuity income earners - median age (years),,,59,59,59,59,59,,,
INCOME_12,Personal income in Australia - year ended 30 June,Total superannuation and annuity income ($m),,,3066.5,3243.3,3006.3,3130.3,3043.4,,,
INCOME_11,Personal income in Australia - year ended 30 June,Median superannuation and annuity income ($),,,18494,19572,20348,21195,21120,,,
INCOME_30,Personal income in Australia - year ended 30 June,Mean superannuation and annuity income ($),,,27769,29680,30127,31400,31225,,,
INCOME_31,Personal income in Australia - year ended 30 June,Superannuation and annuity income as main source of income (%),,,1.3,1.3,1.2,1.3,1.3,,,
INCOME_19,Personal income in Australia - year ended 30 June,Total income earners (excl. Government pensions and allowances) (no.),,,4191542,4344997,4466941,4569650,4614940,,,
INCOME_35,Personal income in Australia - year ended 30 June,Total income earners (excl. Government pensions and allowances) - median age (years),,,42,42,42,42,42,,,
INCOME_18,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) ($m),,,270324.9,283275,300177,314466,323613,,,
INCOME_17,Personal income in Australia - year ended 30 June,Median total income (excl. Government pensions and allowances) ($),,,48085,48700,50153,51818,52849,,,
INCOME_36,Personal income in Australia - year ended 30 June,Mean total income (excl. Government pensions and allowances) ($),,,64493,65196,67200,68816,70123,,,
INCOME_37,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - p80/P20 ratio,,,5.03,5.1,5.11,5.08,5.18,,,
INCOME_38,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - p80/P50 ratio,,,1.91,1.91,1.91,1.91,1.92,,,
INCOME_39,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - p20/P50 ratio,,,0.38,0.38,0.37,0.38,0.37,,,
INCOME_40,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - p10/P50 ratio,,,0.16,0.16,0.16,0.16,0.15,,,
INCOME_41,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - gini coefficient,,,0.496,0.496,0.499,0.497,0.5,,,
INCOME_42,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - income share of top 1% of earners,,,10.9,10.7,11.2,10.8,10.8,,,
INCOME_43,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - income share of top 5% of earners,,,24.3,24.2,24.5,24.1,24,,,
INCOME_44,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - income share of top 10% of earners,,,35.3,35.2,35.5,35.1,35.1,,,
INCOME_45,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - lowest Quartile (%),,,24.8,24.9,25,25,25.1,,,
INCOME_46,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - second Quartile (%),,,24.8,24.7,24.7,24.6,24.5,,,
INCOME_47,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - third Quartile (%),,,24.5,24.4,24.4,24.4,24.4,,,
INCOME_48,Personal income in Australia - year ended 30 June,Total income (excl. Government pensions and allowances) - highest Quartile (%),,,25.9,25.9,26,26,26,,,
CAPGAINS_1,Gross capital gains - year ended 30 June,Persons who reported gross capital gains (no.),,,,311970,316760,310726,352575,494234,552513,
CAPGAINS_2,Gross capital gains - year ended 30 June,Total value of gross capital gains ($m),,,,20010.6,20388.2,17542.6,18260.6,30265.7,42375.2,
CAPGAINS_3,Gross capital gains - year ended 30 June,Median value of gross capital gains ($),,,,3998,4129,2956,2944,2902,2940,
CAPGAINS_4,Gross capital gains - year ended 30 June,Mean value of gross capital gains ($),,,,64143,64365,56457,51792,61238,76695,
PENSION_3,Selected Government pensions and allowances - at 30 June,Age pension - Department of Veterans' Affairs (no.),,,,899,820,805,783,722,795,
PENSION_4,Selected Government pensions and allowances - at 30 June,Service pension - Department of Veterans' Affairs (no.),,,,30332,28030,26156,24495,21949,21557,
PENSION_5,Selected Government pensions and allowances - at 30 June,Income support supplement - Department of Veterans' Affairs (no.),,,,16343,14597,13135,11681,9273,9084,
PERSINC_2,Total personal income (weekly) - Persons aged 15 years and over - Census,$1-$499 per week (%),,,27.7,,,,,22.7,,
PERSINC_3,Total personal income (weekly) - Persons aged 15 years and over - Census,$500-$999 per week (%),,,22.8,,,,,21.9,,
PERSINC_4,Total personal income (weekly) - Persons aged 15 years and over - Census,$1000-$1999 per week (%),,,22,,,,,25.6,,
PERSINC_5,Total personal income (weekly) - Persons aged 15 years and over - Census,$2000-$2999 per week (%),,,5.3,,,,,7.9,,
PERSINC_6,Total personal income (weekly) - Persons aged 15 years and over - Census,$3000 or more per week (%),,,3.5,,,,,5.7,,
PERSINC_7,Total personal income (weekly) - Persons aged 15 years and over - Census,Nil income (%),,,9.3,,,,,8.5,,
PERSINC_8,Total personal income (weekly) - Persons aged 15 years and over - Census,Negative income (%),,,0.5,,,,,0.7,,
PERSINC_9,Total personal income (weekly) - Persons aged 15 years and over - Census,Income inadequately described or not stated (%),,,8.9,,,,,7.2,,
EQUIV_2,Equivalised total household income (weekly) - Census,Median equivalised total household income (weekly) ($),756,,891,,,,,1096,,
EQUIV_3,Equivalised total household income (weekly) - Census,$1-$499 per week (%),,,21,,,,,15.8,,
EQUIV_4,Equivalised total household income (weekly) - Census,$500-$999 per week (%),,,27.7,,,,,24.8,,
EQUIV_5,Equivalised total household income (weekly) - Census,$1000-$1999 per week (%),,,28.7,,,,,33.5,,
EQUIV_6,Equivalised total household income (weekly) - Census,$2000-$2999 per week (%),,,7.4,,,,,11.3,,
EQUIV_7,Equivalised total household income (weekly) - Census,$3000 or more per week (%),,,3.4,,,,,6.3,,
EQUIV_8,Equivalised total household income (weekly) - Census,Nil income (%),,,1.6,,,,,1.9,,
EQUIV_9,Equivalised total household income (weekly) - Census,Partial income stated (%),,,7.7,,,,,4.5,,
EQUIV_10,Equivalised total household income (weekly) - Census,All incomes not stated (%),,,2.4,,,,,1.8,,
PRESCH_2,Children enrolled in a preschool or preschool program (4 and 5 year olds),4 year olds enrolled in preschool or preschool program (no.),,,,82096,81843,81703,81677,81925,,
PRESCH_3,Children enrolled in a preschool or preschool program (4 and 5 year olds),5 year olds enrolled in preschool or preschool program (no.),,,,22540,23247,24187,23851,25911,,
PRESCH_5,Children enrolled in a preschool or preschool program (4 and 5 year olds),Children enrolled in preschool (no.),,,,31167,30483,29530,28801,27323,,
PRESCH_6,Children enrolled in a preschool or preschool program (4 and 5 year olds),Children enrolled in preschool program within centre based day care (no.),,,,68314,68564,69594,69944,71558,,
PRESCH_7,Children enrolled in a preschool or preschool program (4 and 5 year olds),Children enrolled across more than one provider type (no.),,,,5153,6047,6765,6791,8956,,
PRESCH_8,Children enrolled in a preschool or preschool program (4 and 5 year olds),Children enrolled in a preschool or preschool program (no.),,,,104638,105091,105890,105531,107840,,
PRESCH_10,Children attending a preschool or preschool program (4 and 5 year olds),Children attending preschool for less than 15 hours (no.),,,,18301,12544,11807,11640,,,
PRESCH_11,Children attending a preschool or preschool program (4 and 5 year olds),Children attending preschool for 15 hours or more (no.),,,,82311,91818,93396,92559,,,
HELP_2,Higher Education Loan Program (HELP) - year ended 30 June,Persons who made a HELP repayment (no.),,,,193264,200441,256082,319572,344339,348582,
LEED_2,Jobs in Australia - year ended 30 June,Number of jobs held by females,,,2785992,2931553,2995979,3098896,3030205,,,
LEED_3,Jobs in Australia - year ended 30 June,Number of jobs held by males,,,3039062,3163727,3220772,3278555,3232956,,,
LEED_4,Jobs in Australia - year ended 30 June,Number of jobs,,,5825056,6095280,6216750,6377452,6263161,,,
LEED_5,Jobs in Australia - year ended 30 June,"Number of employee jobs - agriculture, forestry and fishing",,,96291,102248,98259,90027,85811,,,
LEED_6,Jobs in Australia - year ended 30 June,Number of employee jobs - mining,,,34318,32620,32588,34173,35751,,,
LEED_7,Jobs in Australia - year ended 30 June,Number of employee jobs - manufacturing,,,288185,292323,295362,295991,282964,,,
LEED_8,Jobs in Australia - year ended 30 June,"Number of employee jobs - electricity, gas, water and waste services",,,37168,38192,36956,37317,39048,,,
LEED_9,Jobs in Australia - year ended 30 June,Number of employee jobs - construction,,,310138,333781,354106,365068,367415,,,
LEED_10,Jobs in Australia - year ended 30 June,Number of employee jobs - wholesale trade,,,235439,240497,240110,240157,234713,,,
LEED_11,Jobs in Australia - year ended 30 June,Number of employee jobs - retail trade,,,480304,507538,515495,517343,517141,,,
LEED_12,Jobs in Australia - year ended 30 June,Number of employee jobs - accommodation and food services,,,436755,468848,476655,489524,502005,,,
LEED_13,Jobs in Australia - year ended 30 June,"Number of employee jobs - transport, postal and warehousing",,,178838,198606,186814,194917,193298,,,
LEED_14,Jobs in Australia - year ended 30 June,Number of employee jobs - information media and telecommunications,,,109942,113552,111108,109383,102715,,,
LEED_15,Jobs in Australia - year ended 30 June,Number of employee jobs - finance and insurance services,,,263266,269985,272884,285643,298296,,,
LEED_16,Jobs in Australia - year ended 30 June,"Number of employee jobs - rental, hiring and real estate services",,,104980,112472,114137,113725,107707,,,
LEED_17,Jobs in Australia - year ended 30 June,"Number of employee jobs - professional, scientific and technical services",,,412863,449445,460102,479965,470627,,,
LEED_18,Jobs in Australia - year ended 30 June,Number of employee jobs - administrative and support services,,,465856,508386,530456,547547,523465,,,
LEED_19,Jobs in Australia - year ended 30 June,Number of employee jobs - public administration and safety,,,297383,329081,316497,345257,332464,,,
LEED_20,Jobs in Australia - year ended 30 June,Number of employee jobs - education and training,,,419885,430935,425850,436628,455420,,,
LEED_21,Jobs in Australia - year ended 30 June,Number of employee jobs - health care and social assistance,,,565394,590858,632585,666217,542631,,,
